track_name,track_id,artist,date_added,release_date,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
My Melancholy Blues,29fAHjBdqcEVeo2GxvGi9P,Queen,2019-10-26T04:04:26Z,1977-10-28,0,209293,0.513,0.145,3,-17.312,1,0.0317,0.79,1.09e-06,0.126,0.107,101.952,4
Teo Torriatte (Let Us Cling Together) - Remastered 2011,33sQQjtuxeH7q3ia53jJ5E,Queen,2019-10-26T04:04:26Z,1976-12-10,26,355666,0.275,0.241,2,-10.244,1,0.0289,0.642,5.87e-06,0.0999,0.111,140.984,4
Under Pressure - Remastered 2011,11IzgLRXV7Cgek3tEgGgjw,Queen,2019-10-26T04:04:26Z,1982-05-03,72,248440,0.671,0.711,2,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809,4
Might Quit,0OlaRa2di3VlO93QwVoXLH,Bill Wurtz,2019-10-26T04:04:26Z,2019-03-12,34,164873,0.652,0.545,1,-12.963,0,0.0731,0.0319,0.25,0.329,0.802,178.447,3
Stray Cat Strut,5yogRsv5ggT6iCnFgvdpho,Stray Cats,2019-10-26T04:04:26Z,1982-01-01,50,198000,0.679,0.609,0,-9.482,0,0.0347,0.0957,0.00113,0.0474,0.695,132.467,4
The River of Dreams,30qVCFYKBtAENjTIBA8FPZ,Billy Joel,2019-10-26T04:04:26Z,1993-08-10,65,247626,0.631,0.749,7,-8.15,1,0.0576,0.205,5.21e-06,0.0667,0.437,89.646,4
Big Shot,22wxe2Yc9JzihICXYLGAQ7,Billy Joel,2019-10-26T04:04:26Z,1978-10-13,55,243493,0.52,0.737,0,-11.715,1,0.0972,0.156,7.55e-06,0.0866,0.728,149.861,4
Only the Good Die Young,1xOXXYh6lTW8laxlW7JP2J,Billy Joel,2019-10-26T04:04:26Z,1977,67,235560,0.579,0.872,0,-6.126,1,0.159,0.159,0,0.0935,0.761,76.214,4
Vienna,4U45aEWtQhrm8A5mxPaFZ7,Billy Joel,2019-10-26T04:04:26Z,1977,82,214240,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,4
She's Always a Woman,5RgFlk1fcClZd0Y4SGYhqH,Billy Joel,2019-10-26T04:04:26Z,1977,74,201373,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,3
New York State of Mind,6yjKlmm7vOszkXEUku1EM1,Billy Joel,2019-10-26T04:04:26Z,1976-05-19,61,362400,0.506,0.373,0,-9.473,1,0.0347,0.499,4.05e-05,0.323,0.194,121.289,4
I Guess That's Why They Call It The Blues,23l1kVpqMVREiwU1YAlcr4,Elton John,2019-10-26T04:04:26Z,1983-05-30,70,285333,0.673,0.663,0,-7.29,1,0.0269,0.217,0.0174,0.177,0.67,120.634,3
The Longest Time,5DH7nDryMhpixm4G4B7RP9,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,64,217906,0.637,0.333,3,-9.603,1,0.0262,0.181,0,0.147,0.588,84.347,4
Daydream Believer,7uEcCGtM1FBBGIhPozhJjv,The Monkees,2019-10-26T04:04:26Z,1968-04-22,68,179613,0.51,0.488,7,-10.304,1,0.0304,0.256,0,0.11,0.649,125.683,4
The Stranger,6ByRaaLxtbMFyIzQob2nDT,Billy Joel,2019-10-26T04:04:26Z,1977-09-29,51,310506,0.664,0.878,4,-6.987,0,0.0837,0.165,7.64e-06,0.0812,0.222,91.881,4
Movin' Out (Anthony's Song),4cG3ovmC8Hnp9ZsmSZI2O4,Billy Joel,2019-10-26T04:04:26Z,1977-09-29,47,210760,0.664,0.88,2,-5.009,0,0.0326,0.465,1.63e-05,0.0591,0.895,133.898,4
An Innocent Man,1Gg14U26oq94uWcG7khccX,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,52,318000,0.509,0.382,0,-9.441,1,0.0351,0.0466,0,0.112,0.427,105.764,4
Leave a Tender Moment Alone,4Qw41GUmS4rF7GR3am9Rt6,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,49,236706,0.628,0.548,10,-7.507,1,0.0423,0.229,0,0.555,0.564,109.92,4
Tell Her About It,6kCJMxv445L2okuTiou1fR,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,57,229200,0.565,0.894,8,-5.241,1,0.175,0.00777,0,0.49,0.737,182.262,4
Keeping the Faith,3nulzAA8PNw1nZcUbrNxcf,Billy Joel,2019-10-26T04:04:26Z,1983-08-08,49,279000,0.781,0.672,2,-7.474,1,0.108,0.245,0,0.161,0.854,90.609,4
"Rocket Man (I Think It's Going To Be A Long, Long Time)",3gdewACMIVMEWVbyb8O9sY,Elton John,2019-10-26T04:04:26Z,1972-05-19,81,281613,0.601,0.532,10,-9.119,1,0.0286,0.433,5.95e-06,0.0925,0.342,136.576,4
Yesterday - Remastered 2009,3BQHpFgAp4l80e1XslIjNI,The Beatles,2019-10-26T04:04:26Z,1965-08-06,77,125666,0.332,0.179,5,-11.83,1,0.0326,0.879,0,0.0886,0.315,96.524,4
God Only Knows - Mono,6iGU74CwXuT4XVepjc9Emf,The Beach Boys,2019-10-26T04:04:26Z,1966-06-16,61,173040,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4
Don't Worry Baby - Remastered 2001,1GLmaPfulP0BrfijohQpN5,The Beach Boys,2019-10-26T04:04:26Z,1964-03-02,66,169933,0.486,0.465,4,-9.821,1,0.03,0.0666,0.00491,0.105,0.851,121.243,4
Sh-Boom,7I774iZM4QkJK6gFPEEmS0,Floyd F. McRay,2019-10-26T04:04:26Z,2001-01-01,28,165933,0.681,0.377,2,-7.54,0,0.0566,0.861,0,0.34,0.528,130.041,4
Just the Way You Are,06RdYCp0UxsBtWsonHfSZz,Billy Joel,2019-10-26T04:04:26Z,1977-09-29,47,290573,0.589,0.453,7,-8.912,1,0.0397,0.703,2.54e-05,0.134,0.513,139.148,4
Who Loves the Sun - 2015 Remaster,1rJi8cf8OWsrX4CqBnMSoQ,The Velvet Underground,2019-10-26T04:04:26Z,1970,50,166213,0.441,0.568,4,-8.833,1,0.0298,0.326,0,0.368,0.721,130.131,4
Lost in You,2itR8VHeTVKInnMPec8mj8,khai dreams,2019-10-26T04:04:26Z,2017-09-08,0,101000,0.771,0.607,5,-12.02,0,0.113,0.334,0,0.122,0.79,90.035,4
Through and Through - Remix,4oNtIwz41jQysN4P7wGi69,khai dreams,2019-10-26T04:04:26Z,2017-12-24,0,174315,0.823,0.49,6,-9.612,1,0.105,0.412,0,0.103,0.612,94.991,4
Ultimately,2dIPAPCa05Hh2Esift0sVX,khai dreams,2019-10-26T04:04:26Z,2017-11-07,0,142028,0.734,0.222,5,-17.287,1,0.229,0.896,0,0.343,0.62,106.946,4
Sunkissed,5uWDUe75h2FHLZyMX9r5sp,khai dreams,2019-10-26T04:04:26Z,2019-08-09,0,126464,0.768,0.354,6,-9.484,1,0.0539,0.592,0,0.399,0.793,153.97,4
This Will Be Our Year,02KpkaZbiutsR0ucxce4Sh,The Zombies,2019-10-26T04:04:26Z,1968-04-19,0,127733,0.535,0.424,9,-7.491,1,0.0314,0.626,0,0.191,0.539,97.506,4
Strange Magic,2Ib1eqrDO3CO0BBeEbk6sG,Electric Light Orchestra,2019-10-26T04:04:26Z,1973,53,247746,0.441,0.444,9,-10.434,0,0.0266,0.724,8.17e-06,0.15,0.363,95.11,4
Surfer Girl - Remastered 2001,1AJ5F0FMTC3yFU3ocjy1gE,The Beach Boys,2019-10-26T04:04:26Z,1963-09-16,53,148533,0.522,0.372,2,-8.364,1,0.0253,0.659,0,0.142,0.652,105.826,3
Revvin' My Cj7,3pJJmtKV0ULcMJkx8xmYgP,Summer Salt,2019-10-26T04:04:26Z,2017-07-18,0,168205,0.759,0.468,10,-7.969,1,0.0464,0.934,0.102,0.115,0.347,119.872,4
Mr. Blue,6bnFjTW3EnMG4BwreDnSHK,The Fleetwoods,2019-10-26T04:04:26Z,1993-01-01,51,145133,0.374,0.0889,4,-17.475,1,0.0356,0.931,6.88e-06,0.111,0.211,96.677,4
Beyond the Sea,3KzgdYUlqV6TOG7JCmx2Wg,Bobby Darin,2019-10-26T04:04:26Z,1959,68,172480,0.521,0.516,2,-7.456,0,0.0369,0.723,0,0.257,0.569,136.483,4
That's Amore,4I4aQGNJ2HufloNtB65nxR,Dean Martin,2019-10-26T04:04:26Z,1954,61,190400,0.471,0.146,10,-13.6,1,0.0309,0.782,0,0.0888,0.595,78.554,4
More Today Than Yesterday,4UOWkmOtb3DgMaSmI8rTaC,The Spiral Starecase,2019-10-26T04:04:26Z,2010-11-02,47,188986,0.608,0.764,7,-6.262,1,0.0332,0.143,0,0.067,0.769,142.121,4
Dream Lover,1KLpjQFgubHI3GkAICCNH3,Bobby Darin,2019-10-26T04:04:26Z,2004-11-23,57,150706,0.526,0.774,5,-1.692,1,0.0459,0.715,0,0.437,0.715,131.715,4
Mamma Mia,3gYGURA3OEFy20ahTaTixi,Austin Weber,2019-10-26T04:04:26Z,2018-09-09,0,209560,0.766,0.499,9,-8.731,1,0.0341,0.0103,2.22e-06,0.116,0.92,129.976,4
Fantasy,53usuYfeK66GLBhm6k7x5e,khai dreams,2019-10-26T04:04:26Z,2017-08-26,0,170666,0.35,0.43,7,-13.14,1,0.131,0.715,0,0.299,0.203,169.908,4
Do You Wonder,08zeEYblrLGAwATpniIMCu,khai dreams,2019-10-26T04:04:26Z,2017-08-26,0,147428,0.774,0.281,4,-12.527,1,0.0404,0.545,0.0249,0.105,0.341,140.086,4
Barbados,5w67UVGVBCKAeoyi0m2UqZ,The Polar Boys,2019-10-26T04:04:26Z,2017-06-11,0,233348,0.495,0.813,5,-5.762,1,0.0531,0.449,0,0.111,0.375,149.157,4
Candy Wrappers,3iFYY09Z5yoNy1QnJBt4AR,Summer Salt,2019-10-26T04:04:26Z,2017-07-18,0,194418,0.692,0.546,5,-7.33,1,0.0262,0.696,0.415,0.302,0.483,95.042,4
Honky Cat,1plcM0XlbKdjND7Ufokuzb,Elton John,2019-10-26T04:04:26Z,1972-05-19,56,313026,0.48,0.776,2,-5.65,1,0.0432,0.334,0.000217,0.133,0.95,171.142,4
(I'm Gonna) Love Me Again,1q8lLOgfciaGLwXCvOpH6w,Elton John,2019-10-26T04:04:26Z,2019-05-24,45,250773,0.596,0.882,1,-3.559,1,0.0341,0.0576,0,0.0757,0.846,127.993,4
Judy You Hung the Moon,2qdmM6JfK55YDUGMgRgJW2,HARBOUR,2019-10-26T04:04:26Z,2017-08-04,0,210000,0.65,0.648,6,-7.702,0,0.0335,0.507,0,0.0901,0.625,139.989,4
Think About You,4uNJQSi2D2YsnM1HMZHpWL,Jacob Sigman,2019-10-26T04:04:26Z,2017-04-17,0,257648,0.551,0.729,1,-7.253,1,0.0451,0.232,0.00153,0.191,0.789,91.455,4
This December,1OIQJBBqqYBSc7K0gTfsFz,Ricky Montgomery,2019-10-26T04:04:26Z,2016-04-01,0,181920,0.658,0.873,9,-4.873,1,0.0504,0.0253,0,0.132,0.891,139.934,4
Can't Stay Alone Tonight,5ooRL3RPrOh6QxgIo3oSNR,Elton John,2019-10-26T04:04:26Z,2013-09-16,16,288906,0.645,0.567,2,-8.736,1,0.0239,0.221,0.0234,0.141,0.483,87.4,4
Life's a Dream,6ZAw1KxZIUBmzpAzaJy7SN,The Polar Boys,2019-10-26T04:04:26Z,2017-07-21,0,178683,0.377,0.698,4,-5.638,1,0.0351,0.0831,6.23e-06,0.287,0.35,150.119,4
Break up Together,5xRlNALFbZ7gaWGlySwfTM,Theo Katzman,2019-10-26T04:04:26Z,2017-01-06,40,207622,0.87,0.414,5,-10.995,1,0.0452,0.564,3.47e-05,0.121,0.89,103.958,4
Mr. Bad Guy,3EnILmDiMPiyGGPwzrXbIh,Freddie Mercury,2019-10-26T04:04:26Z,2006-09-04,0,250653,0.613,0.477,7,-9.914,0,0.0309,0.424,3.31e-06,0.165,0.478,93.307,4
Weatherman,0vFn5NTNdCwEhIwh7v7YqQ,Will Campisano,2019-10-26T04:04:26Z,2018-11-16,9,196793,0.824,0.499,7,-12.837,1,0.0908,0.783,0,0.174,0.843,129.182,4
The Box,76wBbFWkMlz8V5MmDFqcUL,Sammy Rae & The Friends,2024-02-15T15:15:49Z,2019-06-14,33,261095,0.477,0.368,0,-11.97,1,0.0348,0.717,9.56e-06,0.0978,0.238,101.884,4
Sweet Tooth,6TCmU4U7Ooqep96bnYx5lH,Cavetown,2024-02-16T14:59:58Z,2020-03-27,59,246250,0.57,0.31,0,-13.208,1,0.0316,0.255,2.03e-06,0.112,0.242,139.711,4
Hypotheticals,5lE2EFXt4muvLFMGQg4hZN,Lake Street Dive,2024-02-21T03:42:13Z,2021-03-12,60,230178,0.69,0.664,1,-6.488,1,0.0562,0.00753,0.00762,0.0496,0.383,164.145,4
Party City,0aQuBy6wRLPE3Al7Eqv3Fa,Sir Woman,2024-02-27T15:20:44Z,2022-04-20,15,264000,0.542,0.689,2,-6.264,1,0.114,0.13,0.00357,0.147,0.446,174.043,4
GLOOMTOWN BRATS,2eNInLSd5pENWqSrCasPHv,I DONT KNOW HOW BUT THEY FOUND ME,2024-02-27T17:15:39Z,2024-02-23,47,193543,0.764,0.799,4,-3.202,0,0.0519,0.0252,1.25e-05,0.0371,0.928,116.019,4
Takeoff,6Rg1H1aIrg99gsOKCEEDjh,Cory Wong,2024-02-27T18:59:19Z,2020-01-10,28,247292,0.777,0.473,0,-8.124,1,0.0342,0.562,0.000186,0.145,0.9,88.048,4
Blame It on the Water,4npdgM3PHejjQUblu80vD3,Sir Woman,2024-02-27T19:01:35Z,2022-04-20,16,203133,0.693,0.713,11,-6.508,0,0.0392,0.549,0.02,0.0802,0.848,101.034,4
INFATUATION,4V6hm3QahP4boB8faCXRRv,I DONT KNOW HOW BUT THEY FOUND ME,2024-02-29T00:10:02Z,2024-02-23,42,207942,0.544,0.751,6,-7.14,0,0.0601,0.00724,4.12e-06,0.0623,0.903,163.969,4
Saw It Coming,0hU26xDCONlEnAtcMGw4NC,Sammy Rae & The Friends,2024-02-28T15:33:11Z,2019-05-10,38,219107,0.759,0.471,7,-9.429,1,0.0658,0.545,3.42e-06,0.456,0.529,106.101,4
I NEED YOU,0RDUnNaGubiseI1W9T3YTf,Jon Batiste,2024-02-28T16:47:00Z,2021-03-19,51,157133,0.817,0.639,6,-6.383,1,0.164,0.0165,0,0.138,0.887,112.951,4
Good Lady,2WgzgqiDT9QJHSQoM3wTry,Sir Woman,2024-02-28T17:19:44Z,2022-04-20,14,265106,0.665,0.58,0,-6.721,1,0.0383,0.46,3.68e-06,0.259,0.473,96.995,4
SIXFT,1voNv7mqbcQnreBth7A6ng,I DONT KNOW HOW BUT THEY FOUND ME,2024-02-28T18:07:42Z,2024-02-23,47,204642,0.591,0.899,7,-6.033,1,0.0401,0.0272,0,0.297,0.918,152.963,4
KISS & TELL,4WwVyNZ2WO2Sw2vuBZUukJ,I DONT KNOW HOW BUT THEY FOUND ME,2024-02-28T18:21:07Z,2024-02-23,44,208418,0.585,0.882,9,-3.708,0,0.0293,0.0339,1.26e-06,0.117,0.93,102.992,4
SPKOTHDVL,1qV5rOhaYIBBZd4pUb0VfO,I DONT KNOW HOW BUT THEY FOUND ME,2024-02-29T00:17:36Z,2024-02-23,43,181381,0.625,0.667,4,-4.028,0,0.0888,0.0437,0.00876,0.124,0.856,143.031,4
Probably Up,13HalBseZHAT19C6jWs1Ma,Lawrence,2024-03-01T16:00:10Z,2018-09-14,40,254653,0.735,0.609,10,-5.574,1,0.0557,0.338,3.11e-05,0.381,0.704,95.489,4
(I Wanted) Summer With You,135gSL1GHbUICdWdzs2l1u,Couch,2024-03-01T19:39:42Z,2023-10-27,48,196403,0.68,0.662,8,-6.955,1,0.0471,0.553,9.84e-05,0.0806,0.56,109.947,4
Wake Up,6j2ddRwGNJHOSRZhCDOrsl,Erin & The Wildfire,2024-03-04T17:19:33Z,2022-04-01,2,195333,0.743,0.697,7,-7.97,1,0.0272,0.0194,0.000368,0.162,0.931,106.997,4
SUNNYSIDE [Feat. Will Joseph Cook],4WrOMAAReiVHRHJSZtlJ97,I DONT KNOW HOW BUT THEY FOUND ME,2024-03-05T19:27:50Z,2024-02-23,41,196398,0.541,0.944,3,-3.88,1,0.0686,0.0368,0,0.563,0.765,159.992,4
Slow Sipper,3GQbKZxmRv1mbrKBMCe8sK,The Dip,2024-03-05T19:34:35Z,2019-02-08,62,180386,0.555,0.509,3,-7.877,1,0.0323,0.61,6.36e-05,0.0527,0.659,173.521,3
Saturday,4eunWxltbJXWnaWIP2kyup,Couch,2024-03-08T14:54:56Z,2022-11-25,42,215632,0.652,0.697,5,-5.76,1,0.0534,0.0167,0.000313,0.0727,0.432,115.992,4
Good Together,1WhKc5DGuabpiPgZ9c375T,Lake Street Dive,2024-03-08T16:10:48Z,2024-02-29,45,201045,0.948,0.782,8,-4.112,1,0.0581,0.0247,0.000503,0.045,0.695,104.979,1
Thieves,6lADdOFLdgO8aIGeFsOtcc,Sammy Rae & The Friends,2024-03-09T15:57:38Z,2024-03-08,41,209512,0.462,0.595,11,-3.966,1,0.0512,0.0473,0.0199,0.149,0.328,171.94,4
For the Time Being,0b0rwzZCms56M9VvEWkd0M,Sammy Rae & The Friends,2024-03-09T21:00:44Z,2022-07-15,40,245333,0.774,0.645,11,-4.878,0,0.0772,0.25,0.00192,0.0725,0.729,93.017,4
Good Times,49HP6PJCDdgVIaZMF6qHYg,The California Honeydrops,2024-03-11T17:16:27Z,2023-06-16,37,243133,0.78,0.636,3,-10.369,1,0.133,0.488,0.00131,0.0703,0.872,154.355,4
Up Top,1AgKm1bLfkByxpONHlaLLk,Busty and the Bass,2024-03-12T14:13:03Z,2017-09-08,47,277550,0.83,0.732,7,-5.907,1,0.0605,0.158,6.73e-05,0.387,0.766,115.043,4
Alright,4wP5OXzOecgOxplKBHm3p9,Couch,2024-03-13T12:52:00Z,2023-10-06,36,250105,0.485,0.485,0,-5.879,1,0.0347,0.41,0,0.0624,0.412,155.497,4
DOWNSIDE,49sFu3Kz7zf94qT27b2ZF9,I DONT KNOW HOW BUT THEY FOUND ME,2024-03-13T22:58:21Z,2024-02-23,47,212822,0.495,0.939,0,-3.033,1,0.102,0.000703,0.0141,0.171,0.619,74.973,4
Ordinary Pain,1TF3L6npXn08LjwRdQGBww,Stevie Wonder,2024-03-14T13:34:39Z,1976-09-28,44,383160,0.648,0.614,10,-10.45,0,0.0473,0.0748,0.00504,0.0852,0.53,97.778,4
OUTTA MY MIND,7zTTDkkLkJ2iHAqq1daDCr,Monsune,2024-03-15T13:24:07Z,2019-08-30,55,226005,0.689,0.463,2,-8.121,0,0.0365,0.066,0.000152,0.145,0.864,86.998,4
Jessie,7mCI9JBW0FJAaMk3H3TFyo,Couch,2024-03-22T21:55:46Z,2023-11-03,44,237121,0.796,0.673,11,-6.217,1,0.0615,0.167,0.027,0.1,0.873,123.973,4
I Wish,687YZan9Gol1UVvbpUSO6Y,Stevie Wonder,2024-03-26T04:14:27Z,1976-09-28,65,252373,0.821,0.721,10,-10.401,0,0.0515,0.0816,7.37e-06,0.0664,0.885,105.866,4
光るなら,2BlDX1yfT0ea5wo0vjCKKa,Goose house,2024-03-28T13:06:30Z,2015-02-25,66,252133,0.491,0.879,6,-2.722,0,0.0652,0.391,0,0.342,0.571,160.092,4
Feel,6TpEvRDyKjLYAreDsdbiU9,Joe Hertler & The Rainbow Seekers,2024-04-08T17:58:53Z,2015-02-15,41,211173,0.758,0.486,2,-8.839,1,0.0297,0.0551,0,0.0888,0.656,94.949,4
On Top of the World,0ACoy3rzW779jyh76PI3UD,Stephen Day,2024-04-11T12:59:04Z,2021-08-20,51,239044,0.882,0.477,2,-7.858,1,0.053,0.502,7.83e-05,0.0859,0.835,120.015,4
All This Space,0Y36El0k8fS2myogTVGXKP,Stephen Day,2024-04-12T01:37:42Z,2021-08-20,47,146897,0.659,0.789,0,-6.421,1,0.0792,0.253,6.31e-05,0.116,0.68,119.947,4
The Death of Us,3WJ9kGj30zXsIEEo1fdKfv,Theo Katzman,2024-04-16T20:12:03Z,2020-01-10,38,226986,0.962,0.551,0,-7.579,1,0.0551,0.171,0.169,0.0515,0.919,125.484,4
Guy I Used To Be,4dmNWxKKw0Me0uzgE7WIGT,Lawrence,2024-04-20T15:40:27Z,2024-04-05,49,227200,0.65,0.821,0,-5.25,1,0.0431,0.00768,0,0.0485,0.115,119.973,4
I Get It Now,03ECDyILFfQ98k106zwcIt,Sammy Rae & The Friends,2024-04-22T20:41:28Z,2024-04-12,39,212165,0.454,0.401,2,-8.378,1,0.0299,0.714,3.5e-05,0.108,0.283,129.916,4
Better Not Tell You,5mafSoMbFyCx7vFq0ckArX,Lake Street Dive,2024-04-26T21:51:20Z,2024-04-19,35,192285,0.86,0.68,5,-4.219,0,0.0671,0.0948,3.84e-06,0.0527,0.786,119.93,4
Lancaster Nights,48jV8AW50589btXi0Hs5f4,Charlie Burg,2024-04-28T01:47:25Z,2020-09-02,54,190469,0.745,0.387,1,-12.839,0,0.0327,0.179,0.00633,0.0736,0.772,95.985,4
Sweet Pea,4KqBoq7MoDJeVsvUHTjXCM,Amos Lee,2024-04-28T22:02:40Z,2006-01-01,67,129626,0.946,0.289,11,-9.413,1,0.0584,0.152,2e-05,0.234,0.816,102.073,4
iDIOTS OF Oz,7E0aM6IDx2dix9dQBK8cOH,I DONT KNOW HOW BUT THEY FOUND ME,2024-05-01T17:25:28Z,2024-02-23,38,180313,0.644,0.913,5,-3.79,1,0.0537,0.0611,0.000346,0.185,0.645,99.971,4
Is It My Love,3GEpeE6Y70ttI1nzFpoVFV,Oh He Dead,2024-05-02T14:18:50Z,2022-02-14,54,123224,0.826,0.524,5,-6.284,1,0.0992,0.423,0,0.107,0.746,140.07,4
Every Little Thing I Say I Do,3ngjq0C1z1kVYAdBH5114w,Dayglow,2024-05-03T15:27:51Z,2024-05-03,57,180209,0.643,0.826,9,-4.381,1,0.0757,0.0136,4.38e-06,0.0905,0.961,169.954,4
25 or 6 to 4 - 2002 Remaster,7GqIDx2QVGOpd4r1fZaUUW,Chicago,2024-05-04T15:02:01Z,1970-01-26,64,289800,0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,4
Five in the Morning,6CymvIvL8XVmXnGRREmWBX,Ripe,2024-05-05T22:13:47Z,2020-01-10,43,190026,0.754,0.75,4,-6.349,0,0.0519,0.181,0.413,0.0665,0.809,114.968,4
Animal Spirits,1SHA4IJyiyNobDOrQzFFXy,Vulfpeck,2024-05-06T22:37:12Z,2016-10-17,52,190801,0.753,0.713,1,-7.333,1,0.0539,0.156,9.59e-05,0.0508,0.906,100.859,4
I Know Better,2nzzNKvjQaD85bOGwRsNg0,Sir Woman,2024-05-15T14:28:55Z,2023-06-23,33,257193,0.708,0.733,4,-3.878,1,0.175,0.403,0.000108,0.0812,0.761,79.971,4
We Made It,2IRD8YXIKzclULZwnv51p7,Sammy Rae & The Friends,2024-05-16T20:29:26Z,2024-05-15,44,144267,0.719,0.699,0,-4.269,1,0.0404,0.123,0,0.0317,0.739,97.013,4
Part of Me Believes (feat. Lake Street Dive),6KWBIFipRxQwDnWpxGXPx5,Jesse Harper,2024-05-16T20:54:38Z,2016-02-09,36,159022,0.525,0.396,0,-7.224,1,0.0531,0.839,3.69e-05,0.179,0.676,105.735,4
Disco Man,0T7aTl1t15HKHfwep4nANV,Remi Wolf,2024-05-18T19:28:00Z,2020-06-24,64,192000,0.686,0.682,6,-7.656,0,0.0459,0.0443,0.0131,0.43,0.854,84.985,4
Cold-Hearted Man,7CRbJKXckb0Fmm8zKLfV1T,Sammy Rae & The Friends,2024-05-24T16:10:02Z,2023-06-09,34,212755,0.6,0.371,9,-7.569,0,0.0419,0.857,4.24e-06,0.134,0.382,119.375,4
The Whole World and You,1mpSmPwWONa4LFdvpzcM7S,Tally Hall,2024-06-09T19:21:28Z,2005-10-24,57,104760,0.78,0.472,5,-9.117,1,0.117,0.862,0,0.388,0.789,97.932,4
Back Pocket,1DrlLvlYd1FIjNavRm6NdX,Vulfpeck,2024-06-26T13:31:39Z,2015-10-09,65,181259,0.839,0.585,2,-7.737,1,0.153,0.478,0.00278,0.0435,0.89,89.821,4
Lonely Sometimes,1UIz73pbNgwZbLn99iSq0b,Oh He Dead,2024-06-26T14:04:32Z,2019-11-22,40,183613,0.806,0.539,0,-6.293,1,0.229,0.112,3.96e-06,0.0254,0.625,85.019,4
Black Bear Lane,2EW0wwl6un7WXMgajiZQoa,Couch,2024-06-27T13:54:29Z,2021-02-05,40,197616,0.543,0.413,8,-7.799,1,0.0293,0.564,0.000828,0.107,0.342,69.896,4
Let Me Hold You,1Bcvn7fTqLj3j3BeUNXvMM,Couch,2024-06-27T15:12:25Z,2023-11-03,35,223716,0.568,0.414,4,-8.827,1,0.0341,0.65,6.12e-05,0.646,0.293,139.747,4
Cocoon,6FTXzaE0mrimbEIp4NuZNH,Dayglow,2024-07-08T14:32:00Z,2024-06-21,50,217778,0.584,0.859,1,-5.709,1,0.0606,0.00637,5.47e-06,0.0261,0.568,172.958,4
The Record Player Song,2LugzQOBlEYaotBVD7veNI,Daisy the Great,2024-06-29T21:35:47Z,2022-10-27,46,203352,0.635,0.674,9,-6.064,1,0.0543,0.558,0,0.471,0.694,139.866,4
Lightning Drunk,2vW1iPJsR3zwxb9m6TvTAY,Oh He Dead,2024-06-30T17:24:34Z,2023-09-15,40,176419,0.859,0.836,7,-4.813,0,0.0393,0.469,0.00137,0.189,0.823,113.018,4
Wait for the Moment,48wH8bAxvBJO2l14GmNLz7,Vulfpeck,2024-06-30T20:44:50Z,2013-12-06,60,230676,0.773,0.36,0,-9.722,1,0.0956,0.501,0.0042,0.0823,0.681,79.207,4
Family Business,3a6I0G995c158o1k1Sl43X,Lawrence,2024-07-01T13:27:48Z,2024-06-21,49,198266,0.663,0.926,6,-2.247,1,0.14,0.063,1.12e-05,0.224,0.74,92.857,4
Dance With a Stranger,43thKZxOf40xZaJlzaZX9T,Lake Street Dive,2024-07-02T20:19:37Z,2024-06-21,50,215031,0.798,0.723,2,-4.699,0,0.0743,0.0759,0.00013,0.057,0.624,101.952,4
Scenes from an Italian Restaurant,3utq2FgD1pkmIoaWfjXWAU,Billy Joel,2024-07-06T18:58:43Z,1977,58,456893,0.415,0.931,5,-4.988,1,0.126,0.407,0.000501,0.114,0.339,97.953,4
Bottle It Up,327jPpv64fz3Fbg43rYUga,Oh He Dead,2024-07-08T14:55:12Z,2023-09-15,34,199640,0.891,0.607,11,-6.465,1,0.0605,0.215,0.000506,0.129,0.814,100.007,4
Love To Last,492FG3XeaSPRftcsu8vD9k,Hajaj,2024-07-08T15:08:23Z,2021-11-05,67,163766,0.768,0.283,1,-12.446,1,0.204,0.264,1.48e-05,0.0958,0.655,75.935,4
California,0pdrgewjqn00cp9nLA3cbH,Oh He Dead,2024-07-08T18:21:59Z,2023-09-15,34,208200,0.842,0.787,11,-6.042,1,0.0443,0.306,0.00084,0.107,0.725,111.994,4
Do,6ljwiMDkmuhf2XYGde39TX,Lawrence,2024-07-08T19:24:29Z,2024-06-21,49,186266,0.686,0.732,5,-3.981,0,0.326,0.429,0,0.109,0.807,99.171,4
Got To Be Mine,5xz8i2LWKay3OT8vrY4Scz,Vulfmon,2024-07-08T19:35:55Z,2024-06-13,40,188114,0.791,0.758,7,-7.323,1,0.0527,0.217,0.022,0.349,0.888,96.146,4
i'm confident that i'm insecure,1g16PNaZ37Meo2YWXyuUIQ,Lawrence,2024-07-09T20:10:45Z,2024-06-21,51,162200,0.483,0.664,0,-3.725,1,0.0622,0.14,0,0.269,0.565,125.86,4
