track_name,track_id,artist,date_added,release_date,popularity,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Big Lizard Energy,6VluWX7HW7IswLgiHrVvn7,Ellie Dixon,2023-05-02T16:13:20Z,2023-02-16,37,157105,0.691,0.798,11,-6.66,1,0.168,0.509,0,0.122,0.681,100.057,4
Strawberry Sunscreen,6Xve7pWqzW6CQV8mlXzpBe,Lostboycrow,2023-05-11T21:18:10Z,2021-01-29,59,129000,0.688,0.678,8,-3.903,1,0.0348,0.0359,0,0.0331,0.909,120.058,4
Swing!,6As82n96RAwuoR9Y69N0EB,Ellie Dixon,2023-05-15T21:26:07Z,2022-10-07,30,170306,0.696,0.747,0,-6.073,0,0.11,0.385,0,0.435,0.662,115.102,4
Sucker,42b6SkizciL2P8yGhaD6gX,Ellie Dixon,2023-06-01T01:18:02Z,2022-04-07,31,185853,0.813,0.464,4,-6.639,0,0.0455,0.373,0,0.31,0.671,120.023,3
The Stand,6HSbHJSeDXW0nej0oSXSE1,Mother Mother,2023-06-03T18:42:13Z,2011-03-15,0,176506,0.696,0.87,2,-3.566,1,0.0487,0.00213,0.000229,0.0525,0.876,117.998,4
Light As Anything,0Y8kxAuBh8Oc8n6cyDTQ8Q,Cory Wong,2023-06-03T18:50:03Z,2018-08-17,36,291133,0.76,0.631,9,-5.661,1,0.0447,0.0658,0.000281,0.0819,0.644,93.992,4
On/Off,0DfkLX1C6te9mUNCJvFpJ2,Carter Vail,2023-06-13T21:59:36Z,2021-06-10,34,203225,0.72,0.652,7,-7.353,1,0.076,0.44,0.0135,0.187,0.875,155.007,4
On Your Mind,4RPSs5aQymn0A5syaHE7VI,Noah Floersch,2023-06-13T22:06:06Z,2019-04-19,45,159600,0.747,0.645,8,-8.379,1,0.0966,0.583,8.4e-06,0.0935,0.68,124.946,3
STUPID BIG TEETH,44ESvGuO5spXkHDUNQcHyu,EMMY,2023-06-14T16:58:02Z,2021-12-03,41,170620,0.891,0.489,9,-7.22,1,0.0899,0.503,0,0.0883,0.791,111.055,4
Don't Lose Sight,5PEIORAOmwjDV7OYzxHsvd,Lawrence,2023-06-14T17:02:50Z,2021-07-23,51,208066,0.539,0.741,7,-5.075,0,0.244,0.0767,7.04e-06,0.144,0.75,153.921,4
Nobody Like You,10HqYPk8krVdDYQCgYh3z7,dee holt,2023-06-15T15:42:46Z,2022-05-06,43,123934,0.847,0.547,4,-9.198,0,0.119,0.417,1.84e-06,0.269,0.827,122.017,4
It's Always Sunny With You,4pF42a0ckjj7S0g2U4twgI,{Parentheses},2023-06-20T22:05:07Z,2017-03-01,42,161097,0.645,0.618,2,-7.235,1,0.0899,0.226,1.48e-05,0.0801,0.589,170.142,4
Learn To Swim,5eS3fftgOAUzcSVNU9PbNt,Ellie Dixon,2023-06-20T22:11:19Z,2022-04-07,25,153666,0.802,0.606,9,-6.865,1,0.0613,0.502,0,0.253,0.89,99.931,4
I'm Trynna Tell U That I Love U,7y7UfXJcR4gxT76YUMCFay,Artemas,2023-06-21T20:35:32Z,2022-05-06,10,159132,0.819,0.889,10,-2.473,1,0.0558,0.325,0.000336,0.225,0.965,117.997,4
Bianca Stratford,626yC6ks7aHoROO8K7eUep,BB Bean,2023-06-21T20:49:54Z,2021-10-01,33,219310,0.727,0.76,4,-8.484,1,0.035,0.171,0,0.0802,0.872,116.04,4
Dancing in the Moonlight,5gdEr842qnJaDAY7WgDZJY,Olive Klug,2023-06-23T17:28:38Z,2021-07-02,43,182429,0.79,0.275,4,-9.038,0,0.0301,0.788,3.44e-06,0.0902,0.78,114.879,4
Scatterbrain,5DKcc3WxMwE7JB1IxCrdrs,Emei,2023-06-22T16:43:06Z,2023-02-03,49,129938,0.942,0.365,10,-12.766,0,0.47,0.151,0,0.108,0.622,120.016,4
Pressure,0yROn53ZAgi3rgZ5U5lllJ,Ellie Dixon,2023-06-23T14:33:40Z,2019-11-04,31,175200,0.817,0.529,10,-9.559,0,0.127,0.572,0,0.131,0.904,100.003,4
The Muffin Song,67RPI67NkMPisPwUPROgVo,Sean Bertram,2023-06-29T16:27:36Z,2021-07-08,39,83595,0.85,0.356,1,-10.986,1,0.0448,0.863,0,0.102,0.554,112.033,4
Good Morning Beauty Queen,553T7eH1hqLwFisoXQatVd,Jacob Sigman,2023-07-03T14:07:03Z,2018-03-09,34,141444,0.672,0.616,8,-6.03,1,0.0426,0.0837,0,0.175,0.634,100.017,4
BOP,1Ng0B9PEKHOJsUywG24tzX,Will Joseph Cook,2023-07-07T14:45:36Z,2022-06-10,24,176266,0.747,0.805,8,-3.982,0,0.0655,0.0662,4.27e-05,0.0472,0.962,88.997,4
Gummy (feat. Tessa Violet),7ARyq327a67QV7TzEjXtJA,Will Joseph Cook,2023-07-07T15:06:15Z,2022-09-07,27,182352,0.812,0.793,0,-5.466,1,0.0468,0.133,4.7e-05,0.122,0.839,149.474,4
Kisses,6lc2OZ2982XJd8ZudN9g4D,Will Joseph Cook,2023-07-10T16:44:18Z,2022-06-10,31,164120,0.723,0.73,4,-5.225,1,0.0652,0.0657,7.14e-06,0.11,0.834,81.003,4
What's Wrong,1LUFqhv7F1Jyy95qeoVnnq,half•alive,2023-07-10T22:34:45Z,2022-02-11,46,177186,0.68,0.659,2,-6.669,1,0.159,0.00755,0.0126,0.0898,0.595,154.021,4
Be Around Me (feat. chloe moriondo),3kk8vqMnSad19nEJaBfr2X,Will Joseph Cook,2023-07-13T14:20:27Z,2022-06-10,16,181249,0.679,0.741,4,-4.848,1,0.112,0.127,1.36e-05,0.523,0.733,165.085,4
I'm Fine,0TLJrCAP49QSGvNCkFzs2Y,Daisy the Great,2023-07-14T17:48:59Z,2019-08-16,32,168231,0.902,0.794,8,-5.8,1,0.0581,0.31,0.000496,0.0644,0.813,130.021,4
Cynical,5DT396Bk4kxXH0Y8ADyyE3,Emei,2023-07-18T15:40:17Z,2023-07-14,40,134582,0.41,0.515,5,-6.899,0,0.363,0.179,0,0.315,0.44,179.205,3
Little Miss,5bd5tnV0yMeR1dn1oydUo5,Will Joseph Cook,2023-07-18T19:12:22Z,2022-06-10,23,172933,0.82,0.512,7,-6.235,1,0.17,0.185,5.47e-06,0.0778,0.754,129.919,4
Goofin’ Around,34tGHDMImg6WcL49hbWPyk,Will Joseph Cook,2023-07-20T15:12:15Z,2022-06-10,9,216440,0.562,0.545,0,-6.36,1,0.055,0.312,0.000237,0.0998,0.45,186.1,3
PUNCHIN',0zdFUhFbU6emFtOaDitajJ,Will Joseph Cook,2023-08-03T22:07:00Z,2023-08-03,28,171277,0.798,0.568,1,-7.11,0,0.0337,0.295,0.00375,0.141,0.871,110.036,4
Girls Like Me,2SSJPqScObwTcz8XffNRaW,Will Joseph Cook,2023-08-09T03:00:02Z,2017-04-14,41,192414,0.757,0.72,11,-5.644,1,0.0425,0.0698,1.45e-05,0.112,0.96,121.968,4
Bounce,7w7JQ9jVVlWWNnt4EQJGzj,Ellie Dixon,2023-08-09T17:01:38Z,2023-07-21,23,177013,0.75,0.659,11,-5.828,1,0.0538,0.0724,4.48e-05,0.134,0.851,120.008,4
MF BASSLINE,16mCUfuYHv9Lf8BcBM4OVG,Will Joseph Cook,2023-08-13T14:26:33Z,2023-08-03,2,186917,0.751,0.578,0,-10.341,1,0.0857,0.49,0.0272,0.112,0.552,83.964,4
Making Love,5r8SYg3CHqMHlCNSgnCvBo,Sir Woman,2023-08-15T16:12:03Z,2019-08-05,38,201687,0.756,0.506,11,-8.379,1,0.0573,0.613,0.000241,0.0849,0.776,108.979,4
Dizzy (feat. Thomas Headon and Alfie Templeman),3Gplr4iOpewQ9ynbZujzlu,chloe moriondo,2023-08-16T14:26:47Z,2021-11-19,45,158240,0.707,0.735,1,-5.237,1,0.0362,0.00896,4.78e-05,0.0433,0.762,129.965,4
Something To Feel Good About,45FSci7B0QVRw0q8CNDYJu,Will Joseph Cook,2023-08-16T20:50:01Z,2020-11-27,26,198925,0.791,0.623,6,-4.86,1,0.0372,0.0402,4.41e-05,0.146,0.782,99.989,4
Do You Wanna Do Nothing with Me?,2M7UdnD0fEaryh8TnCvqFX,Lawrence,2023-08-17T20:56:13Z,2017-02-24,53,251853,0.548,0.611,1,-9.0,0,0.131,0.17,0.00247,0.0762,0.725,201.985,4
if i were a fish (feat. Olivia Barton),6uL6HCOsEwvnmCX4cDf65g,corook,2023-08-21T18:47:55Z,2023-04-21,48,141903,0.699,0.375,5,-9.428,1,0.093,0.813,0,0.139,0.81,179.849,4
I WANT YOU,3oUgL5wb0RvDIqllT1R1xp,Carter Vail,2023-08-24T16:37:02Z,2022-12-07,29,163000,0.765,0.667,2,-6.387,1,0.0406,0.195,1.82e-05,0.378,0.961,119.997,4
She Likes Me,2yU99PjB6Nd5Ml0WYiTIsA,Will Joseph Cook,2023-08-27T15:16:47Z,2020-11-27,22,158909,0.761,0.556,5,-6.566,1,0.15,0.345,3.78e-05,0.119,0.896,154.095,4
For Elise,6i40XRqEwHAnSxwZWasMRp,Saint Motel,2023-08-31T18:52:26Z,2016-10-21,54,203333,0.492,0.504,10,-6.322,1,0.0473,0.238,0,0.153,0.262,152.855,4
Anthony Kiedis,3xJu5hrOU9OvFQSGLQiwQS,Remi Wolf,2023-09-11T13:28:28Z,2021-10-15,51,171897,0.754,0.672,0,-5.641,0,0.0466,0.0279,1.78e-06,0.0884,0.866,95.05,4
Straight Ahead,6SYbD1qFYSKRoU0utE4gab,Dom Fera,2023-09-11T13:48:34Z,2020-09-01,36,205800,0.733,0.629,5,-8.072,1,0.0421,0.436,0,0.549,0.924,149.952,4
Treehouse,1sZvOfUl5tXwKtDDLYwGyl,Cory Wong,2023-09-13T17:45:48Z,2020-01-10,27,296400,0.733,0.674,4,-7.546,1,0.0394,0.445,0.00679,0.168,0.717,99.996,4
Automatic,6blZ7C4tqdO3Ktn8Z44pkO,Jukebox The Ghost,2023-09-18T12:59:34Z,2023-09-15,25,177995,0.754,0.716,2,-6.702,1,0.0816,0.152,1.27e-05,0.157,0.685,139.977,4
Still Feeling You,57gzVdCA75olmjHXISIs1B,Couch,2023-09-18T14:26:44Z,2021-02-26,50,191959,0.812,0.605,10,-5.337,0,0.054,0.166,0.00627,0.0735,0.872,113.029,4
Parked Car Conversations,2t8lgy01Ah7eQ54Gdp8SrD,Similar Kind,2023-09-18T14:28:09Z,2021-06-18,25,199396,0.639,0.76,3,-6.104,1,0.036,0.0616,3.79e-05,0.247,0.875,104.071,4
Goodie Bag,4vHNeBWDQpVCmGbaccrRzi,Still Woozy,2023-09-18T15:55:33Z,2017-11-05,74,146390,0.739,0.522,7,-12.304,0,0.151,0.821,0.00124,0.233,0.619,138.263,4
As It Was,1i92UFFkxtKv4tYNzt1X1b,PREP,2023-09-18T17:00:33Z,2022-08-26,60,226798,0.798,0.628,6,-6.835,0,0.0699,0.7,0.0759,0.123,0.903,87.01,4
Follow Me Like the Moon,1lExr2fRER9uMrpIBqArSO,Sammy Rae & The Friends,2023-09-18T19:45:02Z,2022-01-14,45,261903,0.629,0.853,11,-5.043,0,0.0729,0.146,6.78e-05,0.176,0.679,108.119,4
Wander,7GH38UQWKT7T5QphfgCiYm,Early Eyes,2023-09-18T20:21:34Z,2020-11-13,25,194889,0.813,0.664,0,-5.493,1,0.0294,0.189,0,0.0524,0.893,112.013,4
Carrie,3grPwpw574qthhToa2puEP,PREP,2023-09-21T17:09:17Z,2020-10-30,34,221973,0.872,0.467,5,-6.429,1,0.0274,0.176,0.000303,0.0728,0.888,99.985,4
Years Don't Lie,0QC7BLTXbVZ6gewe3gsGtI,PREP,2023-09-22T14:05:37Z,2020-10-30,38,231053,0.694,0.655,0,-6.978,1,0.0345,0.127,0.00803,0.198,0.502,106.035,4
LAX,1o0nAjgZwMDK9TI4TTUSNn,Vulfpeck,2023-09-25T13:29:11Z,2020-10-23,44,225665,0.8,0.599,0,-7.357,1,0.0344,0.00521,0.00547,0.0587,0.908,128.381,4
Babydoll,7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,2023-09-27T13:48:22Z,2018-10-16,83,97960,0.762,0.604,7,-5.296,0,0.11,0.114,0,0.0271,0.847,168.007,4
BORN TO LOSE,5xtRAIRKyiaeX8BrHkxdj1,Will Joseph Cook,2023-09-28T14:07:32Z,2023-09-28,14,157906,0.64,0.679,2,-7.256,1,0.047,0.0831,0.123,0.103,0.386,160.027,4
New Waves,1p7suUIUYW8YlPeVmKWl3k,Ellie Dixon,2023-09-29T13:23:09Z,2020-11-20,30,164705,0.715,0.337,1,-9.644,1,0.0454,0.798,0,0.0843,0.379,101.863,4
Solamente,4BMBpU3AbNPjsHk41S0uSl,Tai Verdes,2023-10-03T18:23:32Z,2021-05-20,48,134946,0.659,0.641,1,-7.943,0,0.0944,0.44,0,0.157,0.728,85.027,4
Daisy Chains,5HxfLkSX2Nl7BErO1q15sa,Will Joseph Cook,2023-10-05T17:12:36Z,2015-04-21,32,231267,0.744,0.716,11,-4.708,0,0.0278,0.0163,0,0.101,0.435,134.001,4
WHAT LOVE?,2UUFmHjjo2ZiqKUN5dkxr4,I DONT KNOW HOW BUT THEY FOUND ME,2023-10-07T13:44:21Z,2023-10-05,37,195432,0.651,0.848,1,-3.843,1,0.0403,0.0623,0.000213,0.126,0.938,102.006,4
10X MORE FUN,79zf9wfzjr4skoad4gEjHH,Will Joseph Cook,2023-10-10T15:43:02Z,2020-11-27,15,207075,0.766,0.725,0,-5.616,1,0.0723,0.221,0.000108,0.0739,0.907,75.002,4
Costume,6tQnC1uIY62jSpBPgVRrZZ,Jukebox The Ghost,2023-10-13T13:45:58Z,2023-04-07,0,171360,0.753,0.821,8,-4.952,1,0.115,0.269,1.89e-05,0.0593,0.855,146.009,4
The Dragon,6Hklbd3IHCx7th0EtVoQ2S,Will Joseph Cook,2023-10-13T20:58:36Z,2019-09-18,21,204591,0.819,0.606,9,-5.739,1,0.0685,0.0569,0.000539,0.029,0.958,146.034,4
DOWNDOWNDOWN!,1Uyyua4fiFSnW3LlHFQ1rz,Will Joseph Cook,2023-10-18T18:56:16Z,2020-11-27,15,202431,0.781,0.661,0,-6.699,1,0.0307,0.408,0.0481,0.0887,0.401,128.027,4
NOBODY'S HOME,6XXARH6IW2ynfTH39XULx9,Will Joseph Cook,2023-10-27T13:50:24Z,2023-10-20,27,193997,0.817,0.551,2,-8.051,1,0.0416,0.049,0.0366,0.101,0.939,116.015,4
EYE 2 EYE,24dY8IbI33XCgEfRIjKUSY,Will Joseph Cook,2023-10-28T22:34:14Z,2023-10-20,11,187059,0.854,0.549,4,-9.629,1,0.0504,0.517,0.000149,0.0719,0.845,140.014,4
This Time,5PkiQaTxnzdBC5XLjc0WJR,Sure Sure,2023-11-10T15:38:57Z,2022-09-30,35,133912,0.838,0.649,3,-4.657,1,0.0435,0.116,0.000112,0.118,0.89,130.15,3
Campanita,0LTFrUn8cm3AaTQGG3cWXS,Summer Salt,2023-11-11T14:50:08Z,2023-05-19,34,193373,0.574,0.815,3,-7.719,1,0.0292,0.0605,0.0813,0.104,0.713,140.054,4
Supermoon,0jydPpKYApxg7ZkUfYARVH,Summer Salt,2023-11-11T17:07:12Z,2023-05-19,35,252106,0.641,0.735,0,-9.368,1,0.033,0.328,0.069,0.155,0.604,105.925,4
Tortilla Soup,2QrXCwnDBV5eHOQBH5xWYt,Summer Salt,2023-11-12T16:18:09Z,2023-05-19,26,189186,0.443,0.532,5,-8.536,1,0.0299,0.0612,0.0802,0.102,0.507,159.711,3
Upside Down,0aJrYfARfCKzv6gXjhs4SZ,Jack Johnson,2023-11-15T19:25:12Z,2006-02-24,75,209546,0.792,0.647,4,-8.314,1,0.045,0.255,0.000223,0.132,0.694,102.477,4
Pastime Paradise,4Gn4b1qJ12rowCNRw5DHM9,Stevie Wonder,2023-12-09T15:00:03Z,1976-09-28,52,207693,0.514,0.487,0,-11.657,0,0.102,0.154,0,0.112,0.306,78.535,4
"Signed, Sealed, Delivered (I'm Yours)",2eF8pWbiivYsYRpbntYsnc,Stevie Wonder,2023-12-09T15:17:12Z,1970-08-07,43,161160,0.675,0.597,5,-11.329,1,0.0337,0.0534,0,0.0986,0.828,108.875,4
Isn't She Lovely,6RANU8AS5ICU5PEHh8BYtH,Stevie Wonder,2023-12-09T18:32:18Z,1976-09-28,62,394266,0.481,0.826,1,-6.974,0,0.0851,0.182,0.00352,0.324,0.819,118.679,4
Stand Up,1NrxxZlIkKKY87jJxw1BzQ,Couch,2023-12-30T18:20:54Z,2021-02-26,46,148944,0.707,0.845,7,-4.845,0,0.071,0.255,5.59e-05,0.208,0.911,87.021,4
I'm Leavin' (The Na-Na Song),23375X0SDPn584EseVu41H,Couch,2024-01-10T15:24:12Z,2019-03-11,29,255140,0.829,0.387,2,-8.265,0,0.0466,0.144,0.00101,0.0331,0.478,102.95,4
Believe,5aLB9Sr5DnepdTjYUIzAlD,Sammy Rae & The Friends,2024-01-12T22:57:55Z,2022-11-25,36,290530,0.604,0.858,6,-5.538,1,0.0573,0.00658,3.15e-06,0.168,0.508,123.039,4
Tiny Moves,6pP7muebYMLT46IOZOLvyN,Bleachers,2024-01-18T01:42:22Z,2024-01-17,52,228381,0.688,0.65,9,-8.254,1,0.0538,0.334,0.0541,0.148,0.917,155.99,4
Modern Girl,4TPgBDOEVwywalXHFUUUQY,Bleachers,2024-01-18T01:44:58Z,2023-09-20,54,223100,0.624,0.818,10,-6.771,1,0.0618,0.0487,0,0.123,0.889,150.022,4
Missing Piece,1FCdsMKI7eauYb1PJGGTbO,Honey Butter,2024-01-24T19:20:42Z,2019-12-02,36,229498,0.608,0.623,9,-7.84,1,0.146,0.0851,0,0.0888,0.671,91.689,4
Like Before,2Z8YfdHluwoDLN9AxqaQaC,Couch,2024-01-30T15:21:06Z,2021-02-26,38,206971,0.621,0.456,3,-7.634,1,0.0306,0.318,0.000834,0.259,0.386,93.024,4
L.A.,1dbO7BZDy6jRjHrPXJDlJt,Couch,2024-01-30T15:55:26Z,2023-11-03,38,189470,0.448,0.58,7,-6.728,1,0.0962,0.0261,2.21e-05,0.0433,0.557,155.692,4
Coming Home Song,5bEAOUXEbX0Eg9nZ7FcKCq,Sammy Rae & The Friends,2024-02-01T18:43:29Z,2024-01-26,49,200964,0.631,0.597,5,-5.43,1,0.0381,0.444,7.75e-05,0.0755,0.368,117.093,3
Too Late,1dSxgR97icbbeB6Q01VJk4,The Happy Fits,2024-02-02T18:10:13Z,2016-08-27,58,201257,0.686,0.551,7,-10.475,1,0.113,0.442,0,0.482,0.784,159.997,4
Living Room Floor,7kwTbAGU3Xe3zKPmPth4HP,Sammy Rae & The Friends,2024-02-12T21:26:58Z,2020-08-28,38,222865,0.42,0.324,7,-11.829,1,0.0302,0.908,0.000434,0.11,0.322,91.729,4
Never Meant to Know,3Z76wlnpAIUy8SEuBpsmi7,Tally Hall,2020-05-27T18:29:39Z,2011-06-21,50,220186,0.557,0.868,4,-5.495,1,0.0369,0.0321,3.33e-06,0.129,0.543,131.927,4
You've Got a Friend In Me,1xcfviDw2U2bCqRdeiXiRg,Cavetown,2020-05-29T18:05:30Z,2019-12-13,40,138545,0.759,0.158,0,-14.102,1,0.0397,0.884,0,0.119,0.49,110.037,4
Gettin' My Mom On,3S4hFDy7svdrVq27dmdy7T,Jack Stauber,2020-06-01T19:17:54Z,2018-04-14,45,129103,0.884,0.479,7,-10.44,1,0.0501,0.198,0.0364,0.0925,0.848,121.976,4
Boys Will Be Bugs,67EUBsc4qosGOVbaYy6TeX,Cavetown,2020-06-06T13:48:07Z,2018-12-11,0,329049,0.608,0.528,1,-11.722,1,0.0338,0.00387,1.4e-05,0.106,0.454,89.221,4
There's Something Happening,5Q7X2ddA5TjbfYe5FM3WZQ,Jack Stauber's Micropop,2020-06-06T14:03:12Z,2020-02-07,58,185503,0.654,0.696,6,-6.146,1,0.0612,0.372,0.0187,0.118,0.923,159.033,4
Sunshine,32JZFkClwxLNqBaaCHlH94,khai dreams,2020-06-06T21:33:39Z,2018-05-17,0,166942,0.866,0.655,9,-5.965,1,0.286,0.59,0,0.139,0.469,106.029,4
Scrawny,1pNUmVxDiE8t6P1XxcZAv8,Wallows,2020-06-09T19:19:11Z,2019-03-22,67,166520,0.639,0.816,6,-5.28,0,0.0485,0.000985,0.0604,0.141,0.802,138.008,4
Not Dead Yet,3E9Wv5hNRwedUjPkkplcx4,Jakey,2020-06-09T19:19:33Z,2019-07-25,40,216472,0.479,0.602,9,-8.336,1,0.0466,0.0105,0.00824,0.407,0.261,123.919,4
Turn the Lights Off,3xpdefOloYCBXd3UR6MVyM,Tally Hall,2020-06-09T19:35:42Z,2011-06-21,64,176626,0.392,0.702,6,-6.509,1,0.0848,0.137,0,0.109,0.771,188.606,4
Dead Weight,5yhQS5ce3WebABcdngULA8,Jack Stauber,2020-06-13T22:18:20Z,2018-04-14,56,186105,0.643,0.492,4,-9.314,0,0.0387,0.181,0.033,0.798,0.601,107.954,4
While My Guitar Gently Weeps - Remastered 2009,389QX9Q1eUOEZ19vtzzI9O,The Beatles,2020-06-16T19:00:32Z,1968-11-22,69,285000,0.453,0.654,4,-8.855,0,0.0317,0.0205,0.00395,0.172,0.702,115.0,4
You & Me,70IxQPO3KJR0cJtUqe3Umi,Tally Hall,2020-06-16T19:52:25Z,2011-06-21,50,172040,0.653,0.64,9,-5.637,0,0.0302,0.0429,0,0.0556,0.938,95.994,4
Cannibal,3rM10JnYLTVRFBqzMe9Q6Q,Tally Hall,2020-06-16T19:57:09Z,2011-06-21,55,208293,0.497,0.744,2,-6.847,1,0.0368,0.15,2.59e-05,0.133,0.611,154.534,4
The Trap,4HwqmK3LAMHoQgMDUecpbI,Tally Hall,2020-06-16T20:12:05Z,2011-06-21,42,271533,0.311,0.734,8,-7.03,1,0.0556,0.0827,1.29e-06,0.114,0.24,176.441,4
Welcome to Tally Hall,1xl3AuutgtES9NlHCgcKQN,Tally Hall,2020-06-25T16:19:15Z,2005-10-24,47,310560,0.714,0.785,4,-6.682,1,0.278,0.111,1.53e-05,0.31,0.54,101.088,4
Banana Man,1rbieHTuGFWstwVk9o7Fgr,Tally Hall,2020-06-25T18:12:23Z,2005-10-24,55,249800,0.541,0.59,2,-8.602,1,0.0675,0.397,2.6e-05,0.145,0.132,113.158,4
Hidden In the Sand,0RjG5JmdOWXAR68dGlKBA5,Tally Hall,2020-06-27T18:17:23Z,2005-10-24,75,112960,0.547,0.287,6,-12.28,1,0.149,0.514,0.774,0.119,0.177,120.792,4
Pinball Wizard - Remastered 1995,6CJCCb9ookMMDQNz1Rrtii,Elton John,2020-06-29T18:26:13Z,1974-06-28,47,309106,0.5,0.868,5,-5.706,1,0.0514,0.139,1.45e-05,0.0826,0.54,130.584,4
Coconut Ranger,5TKXnuN3tufWLXTYN5DP2t,Jack Stauber,2020-07-05T16:44:05Z,2018-04-14,39,244270,0.599,0.424,3,-9.87,1,0.04,0.707,0.185,0.293,0.27,77.536,4
John & Nancy,0snPmmKHsUJhmQLPpHnR4M,Jack Stauber,2020-07-05T16:44:43Z,2018-04-14,47,211763,0.761,0.563,6,-7.894,0,0.235,0.645,6.78e-06,0.786,0.809,100.986,4
Inchman,04ToWpJsaPwm8ryFI8K4Ar,Jack Stauber's Micropop,2020-07-07T02:04:23Z,2018-06-04,44,209554,0.458,0.859,0,-6.557,1,0.499,0.222,0.000552,0.108,0.594,149.82,4
Get on Back to You,2bbhBhG5hifzq5ue9tc82h,Summer Salt,2020-07-11T03:32:11Z,2020-07-10,28,212986,0.542,0.438,9,-7.823,1,0.0252,0.428,0.602,0.115,0.508,80.979,4
Cars,12OJ323rHpdA9peSwPv9dL,The Honeysticks,2020-07-11T17:32:59Z,2020-07-10,32,229791,0.483,0.673,7,-5.934,1,0.0658,0.18,0,0.0586,0.551,141.066,4
Murders,0AFydkgl5Creero3gNjqvF,Miracle Musical,2020-07-11T17:33:53Z,2012-12-12,58,222985,0.335,0.41,11,-9.534,0,0.0302,0.873,0.433,0.122,0.26,143.97,4
Haiku,3xfVTbyfrJwPN9bqlXipmw,Tally Hall,2020-07-15T02:39:15Z,2005-10-24,42,182800,0.712,0.547,7,-7.646,1,0.0623,0.33,0,0.356,0.718,96.003,4
Misery Fell,01BMA2zYOX51Vz7QHdSAgO,Tally Hall,2020-07-19T16:45:52Z,2011-06-21,48,214826,0.666,0.407,8,-7.942,1,0.0435,0.19,0,0.0937,0.566,130.965,4
Hymn for a Scarecrow,5HeOentQ2WtfIbaEf2rry0,Tally Hall,2020-07-20T16:48:04Z,2011-06-21,45,290160,0.305,0.523,0,-8.244,1,0.0305,0.153,0.000885,0.135,0.248,98.028,3
Sacred Beast,6XYSGrWrA2si0cjO9BjbDw,Tally Hall,2020-07-21T18:05:07Z,2011-06-21,42,142200,0.415,0.873,0,-4.758,1,0.0404,0.0075,7.83e-06,0.112,0.889,156.074,4
Mellow,51Y1WwassIhqZYBwwaAjzr,Elton John,2020-08-12T21:46:58Z,1972-05-19,37,332733,0.501,0.57,10,-7.829,1,0.0314,0.307,0.000302,0.206,0.54,126.501,4
Darwin Derby,1FwFVKRNX1IV4eEZSGGg5M,Vulfpeck,2020-08-15T18:33:56Z,2018-12-07,43,195419,0.814,0.759,10,-6.43,1,0.0766,0.043,0,0.331,0.908,117.918,4
Norwegian Wood (This Bird Has Flown) - Remastered 2009,1H7gMYGykdtwZOV6s1N0by,The Beatles,2020-08-15T20:25:40Z,1965-12-03,70,124693,0.425,0.369,4,-11.876,1,0.0379,0.183,0.00126,0.112,0.65,176.625,3
Girl - Remastered 2009,6tQvjqDIK9GXWIC6mejms8,The Beatles,2020-08-17T17:44:42Z,1965-12-03,63,151720,0.699,0.294,5,-13.205,0,0.0294,0.587,0,0.117,0.893,96.615,4
Taken for a Ride,6WJJoWzwlEs8V4lWIZRjAP,Tally Hall,2020-08-18T17:58:18Z,2005-10-24,46,283640,0.46,0.567,8,-5.873,1,0.0456,0.129,1.81e-05,0.155,0.248,98.652,4
Hug All Ur Friends,7KVA9XflawdJaRBd1XYkJu,Cavetown,2020-09-03T20:42:20Z,2019-04-12,53,335101,0.621,0.177,7,-13.087,1,0.0433,0.821,0,0.0709,0.0787,129.88,3
Feel This Way,1ooYGEgyZ7g1Cg97xhP6wy,Matt Watson,2020-09-04T15:34:57Z,2020-09-04,0,133668,0.696,0.385,11,-9.834,1,0.0663,0.0227,0.911,0.128,0.333,89.987,4
Nokia,18QlXOEGC8ySsKvyJ65NgC,Matt Watson,2020-09-07T16:09:22Z,2020-09-04,0,270497,0.752,0.681,0,-10.505,1,0.0593,0.172,0.78,0.445,0.0385,106.637,4
Come Over,5bZz8aw4R3ytyAWRaRS9Ul,Matt Watson,2020-09-07T16:22:43Z,2020-09-04,0,192026,0.69,0.587,7,-6.992,1,0.0853,0.124,0.337,0.137,0.337,180.122,4
The Word - Remastered 2009,4GBaPHvAyj4V2jeobD9tsy,The Beatles,2020-09-07T17:59:43Z,1965-12-03,50,163106,0.59,0.641,0,-9.687,1,0.0416,0.00682,0,0.0553,0.792,120.773,4
In My Life - Remastered 2009,3KfbEIOC7YIv90FIfNSZpo,The Beatles,2020-09-07T18:11:51Z,1965-12-03,78,146333,0.688,0.435,9,-11.359,1,0.0323,0.449,0,0.113,0.435,103.239,4
Cunk,5aXswopAQIHw0k3yTojyhO,Jack Stauber,2020-09-08T19:35:10Z,2018-04-14,42,156229,0.644,0.627,0,-6.541,1,0.252,0.445,0.0935,0.353,0.37,178.908,4
Asymptotic,4GUVnRnXP4DDGRPoperoAV,Louie Zong,2020-09-08T20:52:39Z,2018-02-23,34,111792,0.883,0.299,9,-15.357,1,0.0838,0.867,0.0753,0.094,0.2,94.95,4
